field_id,year,crop_id,prev_crop_id,target_yield_t_ha,target_source,unit_fix_applied,field_tillable_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_hot_d30_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_apr_precip,wx_apr_srad,wx_apr_et0,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,wx_jul_precip,wx_jul_temp_mean,wx_jul_temp_max,wx_jul_srad,wx_jul_et0,wx_jul_vpd_max,wx_jul_hot_d30,wx_aug_precip,wx_aug_temp_mean,wx_aug_temp_max,wx_aug_srad,wx_aug_et0,wx_aug_vpd_max,wx_aug_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years
218,2013,40.0,40.0,1.376,estimate_normalized,True,39.0,7.2,3.87,198.74,289.9543,4.86,390.0,40.0,0.4368999999999999,0.601,0.218,0.1023195484743751,0.39875,0.4895,0.0026299149682458,0.576,17.476,240.0,0.383,10.0,1,99,40__40,12.790196078431372,29.6,341.3,3128.13,2.89,1.2888888888888888,18,543.27,-201.96999999999997,1142.9,0,92,17,0,23.9,561.12,74.3,64.0,9.551612903225807,24.9,666.87,110.29,2.43,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,112.9,16.751612903225805,27.1,552.26,101.25,2.39,0,-0.0629723080955132,0.1765382478632478,-0.2861937830687829,0.165465064102564,0.0489747807327352,6
219,2013,40.0,40.0,1.7675999999999998,estimate_normalized,True,210.0,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,47.0,0.4639787234042553,0.692,0.161,0.1778004486701495,0.2605,0.61,0.003745921169486,0.503,21.807,215.0,0.5309999999999999,28.0,1,99,40__40,13.916339869281044,30.7,427.0,3113.8,2.98,1.343137254901961,23,548.5,-121.5,1290.1999999999998,2,85,13,1,31.3,558.45,76.84,82.1,10.680645161290323,25.9,662.22,111.63,2.54,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.9,19.009677419354837,30.7,660.15,126.02,2.98,2,146.6,17.86774193548387,28.0,547.5500000000001,101.53,2.42,0,0.0132515360625686,0.1249914682539682,-0.115109126984127,0.1189794871794872,0.1105670956989138,6
220,2013,40.0,40.0,1.8199,estimate_normalized,True,25.0,7.3,3.74,197.06,380.11444,6.0,420.0,49.0,0.4880612244897959,0.668,0.187,0.1130315845624784,0.496,0.554,0.002154899752331,0.569,23.915,163.0,0.481,34.0,1,99,40__40,12.790196078431372,29.6,341.3,3128.13,2.89,1.2888888888888888,18,543.27,-201.96999999999997,1142.9,0,92,17,0,23.9,561.12,74.3,64.0,9.551612903225807,24.9,666.87,110.29,2.43,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,112.9,16.751612903225805,27.1,552.26,101.25,2.39,0,-0.0398482642608163,0.1114448484848485,-0.1642387566137566,0.0718858585858586,-0.0029885597041846,6
222,2013,40.0,40.0,1.1753,estimate_normalized,True,62.0,6.9,3.725,206.315,278.80506,4.845,420.0,44.0,0.4014090909090909,0.538,0.227,0.0769800204840126,0.3655,0.45925,0.0006347426573762,0.38,17.662,162.0,0.311,4.0,1,99,40__40,12.790196078431372,29.6,341.3,3128.13,2.89,1.2888888888888888,18,543.27,-201.96999999999997,1142.9,0,92,17,0,23.9,561.12,74.3,64.0,9.551612903225807,24.9,666.87,110.29,2.43,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,112.9,16.751612903225805,27.1,552.26,101.25,2.39,0,-0.0947570801506848,0.0744585714285713,-0.3242095238095238,-0.0094338624338624,-0.094504532882942,6
223,2013,40.0,40.0,1.459,estimate_normalized,True,70.0,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,48.0,0.4437916666666666,0.606,0.193,0.0894457373526293,0.4147499999999999,0.488,0.0009086244763598,0.435,21.302,165.0,0.413,11.0,1,99,40__40,12.790196078431372,29.6,341.3,3128.13,2.89,1.2888888888888888,18,543.27,-201.96999999999997,1142.9,0,92,17,0,23.9,561.12,74.3,64.0,9.551612903225807,24.9,666.87,110.29,2.43,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,112.9,16.751612903225805,27.1,552.26,101.25,2.39,0,-0.0691679620773238,0.18458,-0.2819863155363156,0.0008832611832612,-0.0918580983445567,6
224,2013,40.0,40.0,2.4626,estimate_normalized,True,104.0,6.5,3.808,191.728,598.903534,18.618,516.0,45.0,0.5289555555555555,0.738,0.215,0.1665048488523923,0.397,0.677,0.0029643881341788,0.503,23.802999999999997,191.0,0.523,28.0,1,99,40__40,14.13790849673203,30.5,427.0,3113.8,2.84,1.2784313725490195,18,540.6400000000001,-113.6400000000001,1317.9,2,85,13,1,31.3,558.45,75.61,82.1,10.98709677419355,26.0,662.22,110.35,2.47,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.9,19.258064516129032,30.5,660.15,124.51,2.84,2,146.6,18.11935483870968,27.9,547.5500000000001,99.88,2.22,0,0.0366468011281647,0.1185431818181818,-0.0593027777777778,0.0324587301587302,0.0115434851764397,6
226,2013,40.0,40.0,1.8177,estimate_normalized,True,40.0,7.2,3.79,218.81,806.48818,8.56,420.0,38.0,0.5329736842105263,0.653,0.264,0.1108815125879648,0.446,0.62775,0.0005280621880946,0.474,20.253,198.0,0.389,23.0,1,99,40__40,13.053594771241828,29.8,427.0,3113.8,2.82,1.258235294117647,18,533.9,-106.89999999999998,1170.4,0,85,13,0,31.3,558.45,75.01,82.1,9.78064516129032,25.0,662.22,107.99,2.37,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,146.6,16.983870967741936,27.0,547.5500000000001,98.85,2.21,0,0.0213879971179971,0.1963628571428571,-0.0904469696969696,-0.0311775793650793,-0.0566186501255945,6
227,2013,40.0,40.0,2.0164999999999997,estimate_normalized,True,346.0,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,49.0,0.4928367346938775,0.719,0.179,0.2005569130826862,0.252,0.666,0.0045820012974393,0.6,24.149,198.0,0.54,27.0,1,99,40__40,13.053594771241828,29.8,427.0,3113.8,2.82,1.258235294117647,18,533.9,-106.89999999999998,1170.4,0,85,13,0,31.3,558.45,75.01,82.1,9.78064516129032,25.0,662.22,107.99,2.37,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,146.6,16.983870967741936,27.0,547.5500000000001,98.85,2.21,0,0.0373081396843896,0.280481746031746,-0.1406260683760684,0.2775293650793651,0.2103094784489015,6
228,2013,40.0,40.0,2.4112,estimate_normalized,True,59.0,6.699999999999999,3.515,179.82,438.82045,7.755,420.0,39.0,0.5718974358974359,0.707,0.376,0.1127829308034015,0.514,0.674,-0.001962540510501,0.385,22.304,179.0,0.3309999999999999,30.0,1,99,40__40,14.13790849673203,30.5,427.0,3113.8,2.84,1.2784313725490195,18,540.6400000000001,-113.6400000000001,1317.9,2,85,13,1,31.3,558.45,75.61,82.1,10.98709677419355,26.0,662.22,110.35,2.47,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.9,19.258064516129032,30.5,660.15,124.51,2.84,2,146.6,18.11935483870968,27.9,547.5500000000001,99.88,2.22,0,0.1234936397082449,0.367075,-0.1457107984607983,-0.0781548280423281,-0.1036185636123135,6
229,2013,40.0,40.0,1.8671,estimate_normalized,True,12.0,6.4,2.36,225.3,220.85171,12.11,480.0,41.0,0.5120243902439024,0.647,0.318,0.1109292210738127,0.419,0.619,-0.0010627146755398,0.333,20.993,170.0,0.329,24.0,1,99,40__40,14.13790849673203,30.5,427.0,3113.8,2.84,1.2784313725490195,18,540.6400000000001,-113.6400000000001,1317.9,2,85,13,1,31.3,558.45,75.61,82.1,10.98709677419355,26.0,662.22,110.35,2.47,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.9,19.258064516129032,30.5,660.15,124.51,2.84,2,146.6,18.11935483870968,27.9,547.5500000000001,99.88,2.22,0,0.1138635059824434,0.2850033333333334,-0.0975142857142857,-0.0961446428571428,-0.0808290504248837,6
230,2013,40.0,40.0,2.8546,estimate_normalized,True,223.0,7.1000000000000005,3.73,184.71,792.107215,3.6633333333333336,445.0,52.0,0.4757692307692308,0.716,0.155,0.1904185284480776,0.2917499999999999,0.667,0.0025771716048298,0.365,24.74,192.0,0.5609999999999999,25.0,1,99,40__40,13.916339869281044,30.7,427.0,3113.8,2.98,1.343137254901961,23,548.5,-121.5,1290.1999999999998,2,85,13,1,31.3,558.45,76.84,82.1,10.680645161290323,25.9,662.22,111.63,2.54,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.9,19.009677419354837,30.7,660.15,126.02,2.98,2,146.6,17.86774193548387,28.0,547.5500000000001,101.53,2.42,0,0.0175841264218715,0.1692821484071483,-0.0869779609279609,-0.0721123931623932,-0.0391041549114465,6
231,2013,40.0,40.0,2.2302,estimate_normalized,True,235.0,7.2625,3.685,204.0575,646.09227125,9.26,453.75,52.0,0.512673076923077,0.744,0.16,0.2068430026292559,0.2977499999999999,0.6995,0.0045865070473163,0.646,26.659,198.0,0.584,31.0,1,99,40__40,13.053594771241828,29.8,427.0,3113.8,2.82,1.258235294117647,18,533.9,-106.89999999999998,1170.4,0,85,13,0,31.3,558.45,75.01,82.1,9.78064516129032,25.0,662.22,107.99,2.37,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,146.6,16.983870967741936,27.0,547.5500000000001,98.85,2.21,0,0.066241762473184,0.2493628968253968,-0.1227908249158248,0.2454710317460318,0.2033401870891454,6
232,2013,40.0,40.0,2.3914999999999997,estimate_normalized,True,296.0,6.609090909090909,3.7290909090909095,211.9754545454545,649.4797309090909,7.533636363636364,452.7272727272728,53.0,0.4743396226415094,0.746,0.175,0.2077437593818927,0.296,0.716,0.0023632734824836,0.34,25.14,190.0,0.571,23.0,1,99,40__40,13.053594771241828,29.8,427.0,3113.8,2.82,1.258235294117647,18,533.9,-106.89999999999998,1170.4,0,85,13,0,31.3,558.45,75.01,82.1,9.78064516129032,25.0,662.22,107.99,2.37,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,146.6,16.983870967741936,27.0,547.5500000000001,98.85,2.21,0,0.0411732151342247,0.1630766293891293,-0.0814075396825396,-0.0420636904761904,-0.0388855324074074,6
233,2013,40.0,40.0,1.5523,estimate_normalized,True,39.0,6.7,3.57,211.75,698.55237,6.06,510.0,40.0,0.4451,0.603,0.207,0.1090588831778503,0.33825,0.525,-8.436524362436547e-06,0.32,17.804000000000002,201.0,0.396,16.0,1,99,40__40,13.053594771241828,29.8,427.0,3113.8,2.82,1.258235294117647,18,533.9,-106.89999999999998,1170.4,0,85,13,0,31.3,558.45,75.01,82.1,9.78064516129032,25.0,662.22,107.99,2.37,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,146.6,16.983870967741936,27.0,547.5500000000001,98.85,2.21,0,-0.0345464655097988,0.1801733333333333,-0.1785777777777779,-0.1248105158730159,-0.1489569241522366,6
234,2013,40.0,40.0,2.1286,estimate_normalized,True,35.0,6.5,3.73,181.31,492.74302,14.32,480.0,36.0,0.5957777777777777,0.736,0.401,0.1107178875217728,0.4995,0.703,-0.0014027989965451,0.403,21.447999999999997,177.0,0.3349999999999999,27.0,1,99,40__40,14.13790849673203,30.5,427.0,3113.8,2.84,1.2784313725490195,18,540.6400000000001,-113.6400000000001,1317.9,2,85,13,1,31.3,558.45,75.61,82.1,10.98709677419355,26.0,662.22,110.35,2.47,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.9,19.258064516129032,30.5,660.15,124.51,2.84,2,146.6,18.11935483870968,27.9,547.5500000000001,99.88,2.22,0,0.0696300603312032,0.2970964646464646,-0.126277417027417,-0.0926769841269841,-0.085190413059163,6
195,2014,40.0,40.0,2.7474,estimate_normalized,True,123.0,6.9,3.6425,225.2,499.4803025,7.5175,427.5,80.0,0.4517625,0.737,0.148,0.2183722305920558,0.21375,0.67025,0.0037256649264954,0.386,36.141000000000005,179.0,0.589,38.0,1,99,40__40,14.137908496732026,34.1,391.7999999999999,3230.8,4.02,1.55,42,592.22,-200.42000000000007,1289.6,9,105,17,3,62.0,525.82,83.09,60.2,11.32258064516129,24.9,695.42,122.57,2.27,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,52.7,17.835483870967742,30.9,642.58,123.76,3.24,2,0.0399453048969514,0.1644626984126984,-0.1200155677655678,0.0157309928167071,0.1055768938455028,7
197,2014,40.0,40.0,2.2187,estimate_normalized,True,343.0,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,454.61538461538464,83.0,0.4355301204819277,0.713,0.154,0.1967683083350714,0.2145,0.66,0.0026315371935488,0.343,36.149,182.0,0.5589999999999999,35.0,1,99,40__40,15.012418300653597,35.2,391.7999999999999,3230.8,4.38,1.645359477124183,45,608.34,-216.54000000000008,1413.1,15,105,17,4,62.0,525.82,86.22,60.2,12.14516129032258,25.8,695.42,125.71,2.39,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,52.7,18.687096774193545,31.9,642.58,126.75,3.46,4,0.0046792558621933,0.077970238095238,-0.0537342942771513,-0.0287235930735929,-0.0231314977681048,7
207,2014,40.0,40.0,2.2424,estimate_normalized,True,110.91,6.875,3.55,244.935,425.663535,5.4125,412.5,78.0,0.4228461538461538,0.703,0.168,0.1892912609170483,0.21275,0.621,0.002524605325221,0.311,32.982,182.0,0.5349999999999999,30.0,1,99,40__40,14.137908496732026,34.1,391.7999999999999,3230.8,4.02,1.55,42,592.22,-200.42000000000007,1289.6,9,105,17,3,62.0,525.82,83.09,60.2,11.32258064516129,24.9,695.42,122.57,2.27,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,52.7,17.835483870967742,30.9,642.58,123.76,3.24,2,0.004513773806988,0.0781916099773243,-0.0815833333333333,-0.0093246436103578,0.0188187962622173,7
208,2014,40.0,40.0,2.9195,estimate_normalized,True,130.0,6.8,3.916,202.758,706.31834,5.7,504.0,77.0,0.491909090909091,0.738,0.145,0.2024297974715391,0.274,0.666,0.0038905165320078,0.548,37.87700000000001,190.0,0.593,45.0,1,99,40__40,13.872549019607844,34.3,335.1,3242.7,4.32,1.5736601307189542,43,604.39,-269.28999999999996,1258.5,8,107,17,3,55.8,530.78,84.89,50.8,10.932258064516128,24.6,702.17,124.34,2.28,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,47.0,17.593548387096774,30.7,640.6899999999999,125.98,3.31,2,0.029496991669362,0.0851360389610388,-0.0118029272314986,0.0775803910375338,0.0557160577100426,7
209,2014,40.0,40.0,2.7874,estimate_normalized,True,301.65,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,437.1428571428572,85.0,0.4428352941176471,0.711,0.159,0.2030758680052604,0.228,0.634,0.0030423998672908,0.338,37.641000000000005,195.0,0.5519999999999999,37.0,1,99,40__40,15.012418300653597,35.2,391.7999999999999,3230.8,4.38,1.645359477124183,45,608.34,-216.54000000000008,1413.1,15,105,17,4,62.0,525.82,86.22,60.2,12.14516129032258,25.8,695.42,125.71,2.39,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,52.7,18.687096774193545,31.9,642.58,126.75,3.46,4,0.0192405732011568,0.1229900793650793,-0.071560915275201,-0.0610388991960419,-0.0091520953913811,7
210,2014,40.0,40.0,2.9256,estimate_normalized,True,247.0,7.2125,3.72,230.06625,480.10587375,9.455,423.75,82.0,0.4706463414634146,0.783,0.167,0.2150854267013412,0.2435,0.6847500000000001,0.0035782713605755,0.376,38.593,188.0,0.616,39.0,1,99,40__40,15.012418300653597,35.2,391.7999999999999,3230.8,4.38,1.645359477124183,45,608.34,-216.54000000000008,1413.1,15,105,17,4,62.0,525.82,86.22,60.2,12.14516129032258,25.8,695.42,125.71,2.39,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,52.7,18.687096774193545,31.9,642.58,126.75,3.46,4,0.0235758698043802,0.1216742630385487,-0.1044399877899878,-0.0801496598639455,0.0385159751954394,7
212,2014,40.0,40.0,2.45,estimate_normalized,True,136.0,7.140000000000001,3.766,232.258,464.594502,5.536,432.0,77.0,0.4352857142857141,0.729,0.148,0.2148007749352909,0.202,0.66,0.0041840965455687,0.464,33.51699999999999,214.0,0.581,37.0,1,99,40__40,13.872549019607844,34.3,335.1,3242.7,4.32,1.5736601307189542,43,604.39,-269.28999999999996,1258.5,8,107,17,3,55.8,530.78,84.89,50.8,10.932258064516128,24.6,702.17,124.34,2.28,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,47.0,17.593548387096774,30.7,640.6899999999999,125.98,3.31,2,0.0004564205854384,0.1430102040816326,-0.1753086270871985,0.0559414965986393,0.0988972116438281,7
213,2014,40.0,40.0,2.4244,estimate_normalized,True,14.0,7.2,3.39,148.5,272.23874,13.42,420.0,78.0,0.4668076923076923,0.732,0.169,0.1941960453855652,0.2705,0.64825,0.0031046114599686,0.385,36.411,188.0,0.563,37.0,1,99,40__40,15.012418300653597,35.2,391.7999999999999,3230.8,4.38,1.645359477124183,45,608.34,-216.54000000000008,1413.1,15,105,17,4,62.0,525.82,86.22,60.2,12.14516129032258,25.8,695.42,125.71,2.39,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,52.7,18.687096774193545,31.9,642.58,126.75,3.46,4,0.0192068488552417,0.105213095238095,-0.0629794372294371,-0.0396115027829312,0.0074475930919539,7
214,2014,40.0,40.0,2.6513,estimate_normalized,True,9.0,7.1,3.67,236.12,399.02591,8.82,420.0,78.0,0.4694230769230769,0.736,0.17,0.1959842693341227,0.26975,0.65175,0.003173698325484,0.387,36.615,188.0,0.566,37.0,1,99,40__40,15.012418300653597,35.2,391.7999999999999,3230.8,4.38,1.645359477124183,45,608.34,-216.54000000000008,1413.1,15,105,17,4,62.0,525.82,86.22,60.2,12.14516129032258,25.8,695.42,125.71,2.39,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,52.7,18.687096774193545,31.9,642.58,126.75,3.46,4,0.019680103654925,0.1031380952380951,-0.0596571067821067,-0.0485993197278911,0.0119404517787976,7
215,2014,40.0,40.0,2.6138000000000003,estimate_normalized,True,79.0,6.666666666666667,3.776666666666667,192.12,392.99891,12.116666666666667,430.0,73.0,0.5524383561643835,0.74,0.339,0.1375402293628602,0.402,0.692,-0.0012414164747732,0.339,40.328,161.0,0.4009999999999999,44.0,1,99,40__40,14.737254901960783,34.0,391.7999999999999,3230.8,3.79,1.5293464052287582,40,591.11,-199.3100000000001,1368.9,13,105,17,4,62.0,525.82,83.65,60.2,11.893548387096772,25.3,695.42,122.3,2.24,72.0,17.65666666666667,31.3,721.96,135.33,3.0,4,144.9,18.95483870967742,34.0,645.02,126.14,3.79,7,52.7,18.432258064516127,31.0,642.58,123.69,3.11,2,0.0957065366456735,0.3800648148148148,-0.205487012987013,-0.114317242281528,-0.1532758445258445,7
216,2014,40.0,40.0,2.9909,estimate_normalized,True,37.0,6.4,3.71,242.68,688.96085,7.64,540.0,73.0,0.5421095890410959,0.755,0.181,0.1860784605205399,0.403,0.715,0.0022532713379779,0.409,39.574,184.0,0.5740000000000001,46.0,1,99,40__40,15.253594771241833,34.7,391.7999999999999,3230.8,4.0,1.567516339869281,42,599.21,-207.41000000000008,1444.0000000000002,15,105,17,4,62.0,525.82,84.9,60.2,12.374193548387098,25.9,695.42,124.03,2.28,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,144.9,19.51290322580645,34.7,645.02,127.97,4.0,7,52.7,18.951612903225808,31.6,642.58,125.22,3.18,4,0.0090139336385616,0.0912125850340135,-0.1706260822510822,-0.1409054358340074,-0.0800682021549878,7
217,2014,40.0,40.0,3.0689,estimate_normalized,True,408.0,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,78.0,0.4777564102564102,0.776,0.159,0.2335618397164424,0.2115,0.6912499999999999,0.0047430100727458,0.587,37.265,201.0,0.617,40.0,1,99,40__40,13.872549019607844,34.3,335.1,3242.7,4.32,1.5736601307189542,43,604.39,-269.28999999999996,1258.5,8,107,17,3,55.8,530.78,84.89,50.8,10.932258064516128,24.6,702.17,124.34,2.28,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,47.0,17.593548387096774,30.7,640.6899999999999,125.98,3.31,2,0.0375329110324419,0.1770460059781488,-0.1164101731601732,0.1525653679653679,0.1284425747393792,7
218,2014,40.0,40.0,2.1887,estimate_normalized,True,39.0,7.2,3.87,198.74,289.9543,4.86,390.0,72.0,0.420375,0.658,0.156,0.1604170292203695,0.25275,0.585,0.0015457357168719,0.231,30.267000000000003,196.0,0.502,27.0,1,99,40__40,13.872549019607844,34.3,335.1,3242.7,4.32,1.5736601307189542,43,604.39,-269.28999999999996,1258.5,8,107,17,3,55.8,530.78,84.89,50.8,10.932258064516128,24.6,702.17,124.34,2.28,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,47.0,17.593548387096774,30.7,640.6899999999999,125.98,3.31,2,-0.0097539657348761,0.0882559523809523,-0.2043549101691958,-0.1946632653061224,-0.1347908062992096,7
219,2014,40.0,40.0,2.3038,estimate_normalized,True,210.0,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,79.0,0.4301518987341772,0.792,0.156,0.2196448277207912,0.193,0.673,0.0023436550456689,0.26,33.982,188.0,0.636,29.0,1,99,40__40,15.012418300653597,35.2,391.7999999999999,3230.8,4.38,1.645359477124183,45,608.34,-216.54000000000008,1413.1,15,105,17,4,62.0,525.82,86.22,60.2,12.14516129032258,25.8,695.42,125.71,2.39,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,52.7,18.687096774193545,31.9,642.58,126.75,3.46,4,0.0060709385671415,0.2042717223252936,-0.1815372627372627,-0.1510320346320346,-0.1319643299161156,7
220,2014,40.0,40.0,2.0431,estimate_normalized,True,25.0,7.3,3.74,197.06,380.11444,6.0,420.0,67.0,0.4863880597014925,0.711,0.165,0.1706173124864995,0.3215,0.6485000000000001,0.0010624043709903,0.303,32.588,172.0,0.5459999999999999,30.0,1,99,40__40,13.872549019607844,34.3,335.1,3242.7,4.32,1.5736601307189542,43,604.39,-269.28999999999996,1258.5,8,107,17,3,55.8,530.78,84.89,50.8,10.932258064516128,24.6,702.17,124.34,2.28,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,47.0,17.593548387096774,30.7,640.6899999999999,125.98,3.31,2,-0.0013757372482616,0.1645094627594627,-0.2129849721706864,-0.1869956400742114,-0.1536090324008391,7
222,2014,40.0,40.0,2.3248,estimate_normalized,True,62.0,6.9,3.725,206.315,278.80506,4.845,420.0,73.0,0.516041095890411,0.735,0.265,0.1594036350246536,0.358,0.706,-0.0006897281934643,0.295,37.67100000000001,173.0,0.47,39.0,1,99,40__40,13.872549019607844,34.3,335.1,3242.7,4.32,1.5736601307189542,43,604.39,-269.28999999999996,1258.5,8,107,17,3,55.8,530.78,84.89,50.8,10.932258064516128,24.6,702.17,124.34,2.28,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,47.0,17.593548387096774,30.7,640.6899999999999,125.98,3.31,2,0.0814620451969596,0.3433652777777777,-0.214147052154195,-0.091643142571714,-0.1451765880244871,7
223,2014,40.0,40.0,2.4033,estimate_normalized,True,70.0,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,72.0,0.5100972222222222,0.733,0.253,0.1593634176377152,0.362,0.70575,-0.0012226918325289,0.292,36.727,170.0,0.48,36.0,1,99,40__40,13.872549019607844,34.3,335.1,3242.7,4.32,1.5736601307189542,43,604.39,-269.28999999999996,1258.5,8,107,17,3,55.8,530.78,84.89,50.8,10.932258064516128,24.6,702.17,124.34,2.28,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,47.0,17.593548387096774,30.7,640.6899999999999,125.98,3.31,2,0.0480482031611623,0.4065638888888889,-0.2521341991341992,-0.1759024118738404,-0.2077784792368125,7
224,2014,40.0,40.0,2.6593,estimate_normalized,True,104.0,6.5,3.808,191.728,598.903534,18.618,516.0,75.0,0.5320266666666666,0.747,0.169,0.1886586316310199,0.4215,0.706,0.0037305922207722,0.493,39.902,191.0,0.578,46.0,1,99,40__40,15.253594771241833,34.7,391.7999999999999,3230.8,4.0,1.567516339869281,42,599.21,-207.41000000000008,1444.0000000000002,15,105,17,4,62.0,525.82,84.9,60.2,12.374193548387098,25.9,695.42,124.03,2.28,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,144.9,19.51290322580645,34.7,645.02,127.97,4.0,7,52.7,18.951612903225808,31.6,642.58,125.22,3.18,4,0.0407174369049369,0.1070901360544217,-0.03965182436611,-0.0056117592724734,0.0428102342696985,7
226,2014,40.0,40.0,2.2283,estimate_normalized,True,40.0,7.2,3.79,218.81,806.48818,8.56,420.0,73.0,0.5278356164383562,0.724,0.228,0.1381395972214716,0.448,0.672,0.0003404615177345,0.392,38.532,175.0,0.496,35.0,1,99,40__40,14.137908496732026,34.1,391.7999999999999,3230.8,4.02,1.55,42,592.22,-200.42000000000007,1289.6,9,105,17,3,62.0,525.82,83.09,60.2,11.32258064516129,24.9,695.42,122.57,2.27,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,52.7,17.835483870967742,30.9,642.58,123.76,3.24,2,0.0572716105099907,0.273725,-0.1676930272108844,-0.0835361622504479,-0.0962008811294525,7
